12000 0.4317500E+04  0.7664266E-19
12000 0.4298939E+04  0.9058496E-19
12000 0.4280537E+04  0.1075537E-18
12000 0.4262293E+04  0.1307848E-18
12000 0.4244203E+04  0.1607332E-18
12000 0.4226265E+04  0.1925830E-18
12000 0.4208479E+04  0.2149855E-18
12000 0.4190842E+04  0.2318965E-18
12000 0.4173352E+04  0.2545744E-18
12000 0.4156008E+04  0.2798622E-18
12000 0.4138807E+04  0.3087166E-18
12000 0.4121748E+04  0.3444364E-18
12000 0.4104829E+04  0.3789502E-18
12000 0.4088048E+04  0.4071576E-18
12000 0.4071404E+04  0.4291057E-18
12000 0.4054895E+04  0.4527402E-18
12000 0.4038519E+04  0.4876689E-18
12000 0.4022275E+04  0.5255054E-18
12000 0.4006161E+04  0.5628836E-18
12000 0.3990176E+04  0.6038422E-18
12000 0.3974318E+04  0.6359190E-18
12000 0.3958585E+04  0.6594399E-18
12000 0.3942976E+04  0.6871681E-18
12000 0.3927490E+04  0.7181358E-18
12000 0.3912125E+04  0.7576488E-18
12000 0.3896880E+04  0.8045930E-18
12000 0.3881754E+04  0.8423308E-18
12000 0.3866744E+04  0.8714057E-18
12000 0.3851850E+04  0.8991292E-18
12000 0.3837070E+04  0.9332839E-18
12000 0.3822403E+04  0.9794389E-18
12000 0.3807848E+04  0.1017075E-17
12000 0.3793403E+04  0.1039802E-17
12000 0.3779068E+04  0.1066494E-17
12000 0.3764840E+04  0.1092838E-17
12000 0.3750719E+04  0.1111994E-17
12000 0.3736704E+04  0.1127650E-17
12000 0.3722793E+04  0.1140808E-17
12000 0.3708985E+04  0.1161218E-17
12000 0.3695280E+04  0.1184029E-17
12000 0.3681675E+04  0.1210880E-17
12000 0.3668170E+04  0.1268653E-17
12000 0.3654763E+04  0.1336856E-17
12000 0.3641455E+04  0.1381952E-17
12000 0.3628243E+04  0.1421065E-17
12000 0.3615126E+04  0.1465995E-17
12000 0.3602104E+04  0.1522638E-17
12000 0.3589175E+04  0.1591517E-17
12000 0.3576339E+04  0.1646890E-17
12000 0.3563595E+04  0.1698838E-17
12000 0.3550941E+04  0.1762780E-17
12000 0.3538376E+04  0.1820317E-17
12000 0.3525900E+04  0.1878406E-17
12000 0.3513512E+04  0.1932976E-17
12000 0.3501210E+04  0.1977012E-17
12000 0.3488995E+04  0.2043612E-17
12000 0.3476864E+04  0.2120533E-17
12000 0.3464817E+04  0.2187957E-17
12000 0.3452854E+04  0.2263673E-17
12000 0.3440972E+04  0.2327870E-17
12000 0.3429173E+04  0.2387757E-17
12000 0.3417454E+04  0.2465436E-17
12000 0.3405814E+04  0.2529044E-17
12000 0.3394254E+04  0.2594175E-17
12000 0.3382772E+04  0.2671378E-17
12000 0.3371368E+04  0.2736053E-17
12000 0.3360040E+04  0.2834075E-17
12000 0.3348788E+04  0.2962758E-17
12000 0.3337611E+04  0.3091785E-17
12000 0.3326508E+04  0.3254148E-17
12000 0.3315479E+04  0.3385191E-17
12000 0.3304523E+04  0.3434545E-17
12000 0.3293639E+04  0.3457012E-17
12000 0.3282827E+04  0.3458343E-17
12000 0.3272085E+04  0.3511996E-17
12000 0.3261413E+04  0.3665567E-17
12000 0.3250811E+04  0.3810586E-17
12000 0.3240278E+04  0.3950527E-17
12000 0.3229812E+04  0.4081605E-17
12000 0.3219414E+04  0.4159605E-17
12000 0.3209083E+04  0.4310026E-17
12000 0.3198817E+04  0.4488839E-17
12000 0.3188618E+04  0.4611899E-17
12000 0.3178483E+04  0.4825712E-17
12000 0.3168412E+04  0.5057855E-17
12000 0.3158405E+04  0.5228329E-17
12000 0.3148461E+04  0.5446697E-17
12000 0.3138579E+04  0.5717664E-17
12000 0.3128759E+04  0.6220242E-17
12000 0.3119001E+04  0.6868705E-17
12000 0.3109303E+04  0.7241092E-17
12000 0.3099665E+04  0.7583432E-17
12000 0.3090087E+04  0.7963244E-17
12000 0.3080567E+04  0.8014776E-17
12000 0.3071107E+04  0.8128462E-17
12000 0.3061704E+04  0.8529558E-17
12000 0.3052358E+04  0.9258278E-17
12000 0.3043070E+04  0.1057106E-16
12000 0.3033838E+04  0.1172913E-16
12000 0.3024661E+04  0.1267923E-16
12000 0.3015540E+04  0.1402901E-16
12000 0.3006474E+04  0.1499106E-16
12000 0.2997462E+04  0.1610630E-16
12000 0.2988505E+04  0.1782605E-16
12000 0.2979600E+04  0.1879754E-16
12000 0.2970748E+04  0.2079565E-16
12000 0.2961949E+04  0.2416420E-16
12000 0.2953202E+04  0.2671091E-16
12000 0.2944506E+04  0.3098310E-16
12000 0.2935861E+04  0.3517358E-16
12000 0.2927267E+04  0.3842570E-16
12000 0.2918724E+04  0.4862171E-16
12000 0.2910229E+04  0.5658373E-16
12000 0.2901785E+04  0.6394245E-16
