# Ca I 4227-A absolute cross sections recovered from Blouin et al. 2019, Fig. 5 vector paths
# T=4000 K; original profile calculation covers n_He=1e21--1e23 cm^-3
# helium_density_cm-3 wavelength_vacuum_angstrom cross_section_cm2
5.00000000e+22 2796.47058687 1.0153193002e-17
5.00000000e+22 2832.97975088 1.2836995375e-17
5.00000000e+22 2869.48890997 1.6045089259e-17
5.00000000e+22 2903.97300144 1.9610876127e-17
5.00000000e+22 2938.97782191 2.3800749683e-17
5.00000000e+22 2974.98553643 2.8762294149e-17
5.00000000e+22 3009.46962297 3.4162796038e-17
5.00000000e+22 3045.47733749 4.0510072163e-17
5.00000000e+22 3081.98650151 4.7705826540e-17
5.00000000e+22 3118.97782072 5.5792858991e-17
5.00000000e+22 3156.97203399 6.4908999361e-17
5.00000000e+22 3194.48408713 7.4694617605e-17
5.00000000e+22 3232.47830040 8.5339963058e-17
5.00000000e+22 3270.47251860 9.6657171659e-17
5.00000000e+22 3308.98746580 1.0869121994e-16
5.00000000e+22 3347.48312363 1.2118067492e-16
5.00000000e+22 3385.47733690 1.3378596523e-16
5.00000000e+22 3423.97299966 1.4664474131e-16
5.00000000e+22 3461.98649737 1.5923583193e-16
5.00000000e+22 3500.07714266 1.7152748457e-16
5.00000000e+22 3537.97492884 1.8319143288e-16
5.00000000e+22 3575.17839654 1.9384516497e-16
5.00000000e+22 3612.38186917 2.0342454130e-16
5.00000000e+22 3648.27386723 2.1142193923e-16
5.00000000e+22 3684.37801378 2.1800948381e-16
5.00000000e+22 3718.88138968 2.2276098367e-16
5.00000000e+22 3753.86692079 2.2582993562e-16
5.00000000e+22 3786.76952605 2.2698773279e-16
5.00000000e+22 3820.27000790 2.2639245028e-16
5.00000000e+22 3851.57184251 2.2411978121e-16
5.00000000e+22 3883.27868967 2.2015932530e-16
5.00000000e+22 3915.46769202 2.1445319583e-16
5.00000000e+22 3945.47733651 2.0762847398e-16
5.00000000e+22 3975.67984504 1.9938839542e-16
5.00000000e+22 4006.17164966 1.8978911541e-16
5.00000000e+22 4034.77338262 1.7975536711e-16
5.00000000e+22 4063.18225646 1.6893945041e-16
5.00000000e+22 4091.57184094 1.5741960233e-16
5.00000000e+22 4118.76566731 1.4591691372e-16
5.00000000e+22 4145.67020253 1.3424903009e-16
5.00000000e+22 4172.38186877 1.2254491817e-16
5.00000000e+22 4198.88138653 1.1096807843e-16
5.00000000e+22 4225.67020036 9.9476174414e-17
5.00000000e+22 4252.16971812 8.8474621338e-17
5.00000000e+22 4279.76856196 7.7545358922e-17
5.00000000e+22 4306.24879035 6.7713031398e-17
5.00000000e+22 4335.10125052 5.7826225147e-17
5.00000000e+22 4363.14368069 4.9124314586e-17
5.00000000e+22 4396.43201406 4.0014821931e-17
5.00000000e+22 4428.92960185 3.2396955186e-17
5.00000000e+22 4471.97685426 2.4145328882e-17
5.00000000e+22 4520.63644861 1.7058183168e-17
5.00000000e+22 4603.62583924 9.2398784843e-18
5.00000000e+22 4666.59594722 5.7970263179e-18
5.00000000e+22 4722.79652402 3.8709282791e-18
5.00000000e+22 4770.89681557 2.7881627445e-18
5.00000000e+22 4797.31918574 2.3490288749e-18
5.00000000e+22 4800.63644841 2.2998773909e-18
1.00000000e+23 2599.98071655 3.4276304366e-17
1.00000000e+23 2632.97974891 3.9832731036e-17
1.00000000e+23 2665.97878620 4.5850547830e-17
1.00000000e+23 2698.47637399 5.2189968553e-17
1.00000000e+23 2731.97685584 5.9111049132e-17
1.00000000e+23 2765.47733769 6.6360363557e-17
1.00000000e+23 2799.47926903 7.3975451948e-17
1.00000000e+23 2833.98264494 8.1873856177e-17
1.00000000e+23 2868.48601591 8.9842408823e-17
1.00000000e+23 2903.47155195 9.7907579349e-17
1.00000000e+23 2938.47637241 1.0580100185e-16
1.00000000e+23 2973.98264237 1.1352774938e-16
1.00000000e+23 3009.97107246 1.2094642189e-16
1.00000000e+23 3045.97878698 1.2782112365e-16
1.00000000e+23 3082.48794607 1.3410067617e-16
1.00000000e+23 3118.97782072 1.3958473690e-16
1.00000000e+23 3155.48697981 1.4415294688e-16
1.00000000e+23 3193.48119801 1.4788630837e-16
1.00000000e+23 3231.47541128 1.5048422911e-16
1.00000000e+23 3269.46962455 1.5192619152e-16
1.00000000e+23 3307.48312225 1.5217836965e-16
1.00000000e+23 3346.48022958 1.5121393964e-16
1.00000000e+23 3384.47444285 1.4911777294e-16
1.00000000e+23 3423.47155017 1.4585642558e-16
1.00000000e+23 3462.97010699 1.4146866317e-16
1.00000000e+23 3501.87078229 1.3621146954e-16
1.00000000e+23 3540.57859354 1.3017446583e-16
1.00000000e+23 3580.27000948 1.2329241771e-16
1.00000000e+23 3620.67502339 1.1569785879e-16
1.00000000e+23 3660.57859275 1.0779361140e-16
1.00000000e+23 3700.67502122 9.9586223678e-17
1.00000000e+23 3741.27289919 9.1180918006e-17
1.00000000e+23 3782.17936260 8.2738392742e-17
1.00000000e+23 3823.56798121 7.4375272494e-17
1.00000000e+23 3864.78302513 6.6332854651e-17
1.00000000e+23 3907.86885134 5.8348057713e-17
1.00000000e+23 3949.58533982 5.1104998710e-17
1.00000000e+23 3993.77049211 4.4012640701e-17
1.00000000e+23 4039.07424999 3.7420470249e-17
1.00000000e+23 4085.88235141 3.1344290893e-17
1.00000000e+23 4136.18129020 2.5645052362e-17
1.00000000e+23 4187.86885114 2.0642671446e-17
1.00000000e+23 4241.67791666 1.6293140294e-17
1.00000000e+23 4302.27579285 1.2336059947e-17
1.00000000e+23 4363.14368069 9.2283923991e-18
1.00000000e+23 4444.26229397 6.1835302625e-18
1.00000000e+23 4560.36643835 3.4299999262e-18
1.00000000e+23 4741.33075742 1.3683414027e-18
1.00000000e+23 4800.63644841 1.0206657728e-18
