# Mg I 2852-A absolute cross sections recovered from Allard et al. 2018 A&A 619 A152 Fig. 6 vector paths
# T=6000 K; n_He=1e21,5e21,1e22 cm^-3; figure-resolution bridge
# helium_density_cm-3 wavelength_vacuum_angstrom cross_section_cm2
1.00000000e+22 2813.60000000 5.8230633535e-16
1.00000000e+22 2814.40000000 5.8740737375e-16
1.00000000e+22 2815.20000000 5.9255309755e-16
1.00000000e+22 2816.00000000 5.9774389821e-16
1.00000000e+22 2816.80000000 6.0298017058e-16
1.00000000e+22 2817.60000000 6.0826231302e-16
1.00000000e+22 2818.40000000 6.1359072734e-16
1.00000000e+22 2819.20000000 6.1896581889e-16
1.00000000e+22 2820.00000000 6.2547811867e-16
1.00000000e+22 2820.80000000 6.3095734448e-16
1.00000000e+22 2821.60000000 6.3759581021e-16
1.00000000e+22 2822.40000000 6.4430412095e-16
1.00000000e+22 2823.20000000 6.5108301157e-16
1.00000000e+22 2824.00000000 6.5793322466e-16
1.00000000e+22 2824.80000000 6.6485551061e-16
1.00000000e+22 2825.60000000 6.7302361507e-16
1.00000000e+22 2826.40000000 6.8010467094e-16
1.00000000e+22 2827.20000000 6.8846011947e-16
1.00000000e+22 2828.00000000 6.9691821914e-16
1.00000000e+22 2828.80000000 7.0548023107e-16
1.00000000e+22 2829.60000000 7.1414743189e-16
1.00000000e+22 2830.40000000 7.2292111389e-16
1.00000000e+22 2831.20000000 7.3180258525e-16
1.00000000e+22 2832.00000000 7.4079317023e-16
1.00000000e+22 2832.80000000 7.4989420933e-16
1.00000000e+22 2833.60000000 7.5910705956e-16
1.00000000e+22 2834.40000000 7.6843309456e-16
1.00000000e+22 2835.20000000 7.7787370487e-16
1.00000000e+22 2836.00000000 7.8605791570e-16
1.00000000e+22 2836.80000000 7.9571505633e-16
1.00000000e+22 2837.60000000 8.0268556792e-16
1.00000000e+22 2838.40000000 8.1113083079e-16
1.00000000e+22 2839.20000000 8.1681031231e-16
1.00000000e+22 2840.00000000 8.2252956115e-16
1.00000000e+22 2840.80000000 8.2828885579e-16
1.00000000e+22 2841.60000000 8.3118360782e-16
1.00000000e+22 2842.40000000 8.3408847660e-16
1.00000000e+22 2843.20000000 8.3408847660e-16
1.00000000e+22 2844.00000000 8.3408847660e-16
1.00000000e+22 2844.80000000 8.3118360782e-16
1.00000000e+22 2845.60000000 8.2684526253e-16
1.00000000e+22 2846.40000000 8.2109600556e-16
1.00000000e+22 2847.20000000 8.1396561796e-16
1.00000000e+22 2848.00000000 8.0408698064e-16
1.00000000e+22 2848.80000000 7.9294383015e-16
1.00000000e+22 2849.60000000 7.8059226310e-16
1.00000000e+22 2850.40000000 7.6575688290e-16
1.00000000e+22 2851.40000000 7.5120345336e-16
1.00000000e+22 2852.20000000 7.3436013146e-16
1.00000000e+22 2853.00000000 7.1789446689e-16
1.00000000e+22 2853.80000000 7.0057485479e-16
1.00000000e+22 2854.60000000 6.8248154027e-16
1.00000000e+22 2855.40000000 6.6369675914e-16
1.00000000e+22 2856.20000000 6.4542901472e-16
1.00000000e+22 2857.00000000 6.2766407595e-16
1.00000000e+22 2857.80000000 6.0932428121e-16
1.00000000e+22 2858.60000000 5.9152035922e-16
1.00000000e+22 2859.40000000 5.7423665224e-16
1.00000000e+22 2860.20000000 5.5843122867e-16
1.00000000e+22 2861.20000000 5.4211435711e-16
1.00000000e+22 2862.00000000 5.2627425025e-16
1.00000000e+22 2862.80000000 5.1178895502e-16
1.00000000e+22 2863.60000000 4.9770235643e-16
1.00000000e+22 2864.40000000 4.8400348067e-16
1.00000000e+22 2865.20000000 4.7150342140e-16
1.00000000e+22 2866.00000000 4.5932619345e-16
1.00000000e+22 2866.80000000 4.4746345925e-16
1.00000000e+22 2867.60000000 4.3666814894e-16
1.00000000e+22 2868.40000000 4.2613328162e-16
1.00000000e+22 2869.40000000 4.1657861304e-16
1.00000000e+22 2870.20000000 4.0723817718e-16
1.00000000e+22 2871.00000000 3.9810717055e-16
1.00000000e+22 2871.80000000 3.8918089739e-16
1.00000000e+22 2872.60000000 3.8111900507e-16
1.00000000e+22 2873.40000000 3.7387572890e-16
1.00000000e+22 2874.20000000 3.6613088354e-16
1.00000000e+22 2875.00000000 3.5917246092e-16
1.00000000e+22 2876.00000000 3.5234628511e-16
1.00000000e+22 2876.80000000 3.4564984275e-16
1.00000000e+22 2877.60000000 3.3967267081e-16
1.00000000e+22 2878.40000000 3.3379885950e-16
1.00000000e+22 2879.20000000 3.2802662145e-16
1.00000000e+22 2880.00000000 3.2235420020e-16
1.00000000e+22 2880.80000000 3.1677986964e-16
1.00000000e+22 2881.80000000 3.1184543715e-16
1.00000000e+22 2882.60000000 3.0645283005e-16
1.00000000e+22 2883.40000000 3.0167926031e-16
1.00000000e+22 2884.20000000 2.9698004774e-16
1.00000000e+22 2885.00000000 2.9235403410e-16
1.00000000e+22 2885.80000000 2.8780007918e-16
1.00000000e+22 2886.80000000 2.8331706054e-16
1.00000000e+22 2887.60000000 2.7939081286e-16
1.00000000e+22 2888.40000000 2.7503878409e-16
1.00000000e+22 2889.20000000 2.7122725793e-16
1.00000000e+22 2890.00000000 2.6746855244e-16
1.00000000e+22 2890.80000000 2.6330223493e-16
1.00000000e+22 2891.80000000 2.5965335552e-16
1.00000000e+22 2892.60000000 2.5605504280e-16
1.00000000e+22 2893.40000000 2.5250659599e-16
1.00000000e+22 2894.20000000 2.4900732407e-16
1.00000000e+22 2895.00000000 2.4598526393e-16
1.00000000e+22 2896.00000000 2.4257636554e-16
1.00000000e+22 2896.80000000 2.3921470815e-16
1.00000000e+22 2897.60000000 2.3631149542e-16
1.00000000e+22 2898.40000000 2.3303665747e-16
1.00000000e+22 2899.20000000 2.2980720269e-16
1.00000000e+22 2900.20000000 2.2701816350e-16
1.00000000e+22 2901.00000000 2.2426297329e-16
1.00000000e+22 2901.80000000 2.2115510546e-16
1.00000000e+22 2902.60000000 2.1847107185e-16
1.00000000e+22 2903.40000000 2.1581961283e-16
1.00000000e+22 2904.40000000 2.1320033305e-16
1.00000000e+22 2905.20000000 2.1024577284e-16
1.00000000e+22 2906.00000000 2.0769413959e-16
1.00000000e+22 2906.80000000 2.0517347406e-16
1.00000000e+22 2907.60000000 2.0268340041e-16
1.00000000e+22 2908.60000000 2.0022354737e-16
1.00000000e+22 2909.40000000 1.9779354816e-16
1.00000000e+22 2910.20000000 1.9573417815e-16
1.00000000e+22 2911.00000000 1.9335866386e-16
1.00000000e+22 2912.00000000 1.9101197984e-16
1.00000000e+22 2912.80000000 1.8869377618e-16
1.00000000e+22 2913.60000000 1.8672915040e-16
1.00000000e+22 2914.40000000 1.8446292501e-16
1.00000000e+22 2915.40000000 1.8254234964e-16
1.00000000e+22 2916.20000000 1.8032693706e-16
1.00000000e+22 2917.00000000 1.7844942443e-16
1.00000000e+22 2917.80000000 1.7628368535e-16
1.00000000e+22 2918.80000000 1.7444826990e-16
1.00000000e+22 2919.60000000 1.7263196427e-16
1.00000000e+22 2920.40000000 1.7083456949e-16
1.00000000e+22 2921.20000000 1.6876124758e-16
1.00000000e+22 2922.20000000 1.6700415360e-16
1.00000000e+22 2923.00000000 1.6526535399e-16
1.00000000e+22 2923.80000000 1.6354465826e-16
1.00000000e+22 2924.80000000 1.6184187792e-16
1.00000000e+22 2925.60000000 1.6015682644e-16
1.00000000e+22 2926.40000000 1.5848931925e-16
1.00000000e+22 2927.20000000 1.5683917366e-16
1.00000000e+22 2928.20000000 1.5520620891e-16
1.00000000e+22 2929.00000000 1.5359024613e-16
1.00000000e+22 2929.80000000 1.5225647033e-16
1.00000000e+22 2930.80000000 1.5067121938e-16
1.00000000e+22 2931.60000000 1.4910247362e-16
1.00000000e+22 2932.40000000 1.4755006119e-16
1.00000000e+22 2933.20000000 1.4601381204e-16
1.00000000e+22 2934.20000000 1.4449355787e-16
1.00000000e+22 2935.00000000 1.4323877759e-16
1.00000000e+22 2935.80000000 1.4174741629e-16
1.00000000e+22 2936.80000000 1.4027158262e-16
1.00000000e+22 2937.60000000 1.3881111491e-16
1.00000000e+22 2938.40000000 1.3760568090e-16
1.00000000e+22 2939.40000000 1.3617296980e-16
1.00000000e+22 2940.20000000 1.3475517567e-16
1.00000000e+22 2941.00000000 1.3358496339e-16
1.00000000e+22 2942.00000000 1.3219411485e-16
1.00000000e+22 2942.80000000 1.3081774743e-16
1.00000000e+22 2943.60000000 1.2968172772e-16
1.00000000e+22 2944.60000000 1.2833151856e-16
1.00000000e+22 2945.40000000 1.2721708923e-16
1.00000000e+22 2946.20000000 1.2589254118e-16
1.00000000e+22 2947.20000000 1.2479929190e-16
1.00000000e+22 2948.00000000 1.2349991727e-16
1.00000000e+22 2948.80000000 1.2242744551e-16
1.00000000e+22 2949.80000000 1.2115276586e-16
1.00000000e+22 2950.60000000 1.2010067674e-16
1.00000000e+22 2951.40000000 1.1885022274e-16
1.00000000e+22 2952.40000000 1.1781812887e-16
1.00000000e+22 2953.20000000 1.1679499769e-16
1.00000000e+22 2954.00000000 1.1557896149e-16
1.00000000e+22 2955.00000000 1.1457527521e-16
1.00000000e+22 2955.80000000 1.1358030493e-16
1.00000000e+22 2956.60000000 1.1259397496e-16
1.00000000e+22 2957.60000000 1.1142167861e-16
1.00000000e+22 2958.40000000 1.1045409412e-16
1.00000000e+22 2959.40000000 1.0949491213e-16
1.00000000e+22 2960.20000000 1.0854405966e-16
1.00000000e+22 2961.00000000 1.0760146438e-16
1.00000000e+22 2962.00000000 1.0666705459e-16
1.00000000e+22 2962.80000000 1.0574075920e-16
1.00000000e+22 2963.80000000 1.0463981657e-16
1.00000000e+22 2964.60000000 1.0373112570e-16
1.00000000e+22 2965.40000000 1.0283032588e-16
1.00000000e+22 2966.40000000 1.0193734859e-16
1.00000000e+22 2967.20000000 1.0122855332e-16
1.00000000e+22 2968.20000000 1.0034948581e-16
1.00000000e+22 2969.00000000 9.9478052113e-17
1.00000000e+22 2969.80000000 9.8614185933e-17
1.00000000e+22 2970.80000000 9.7757821556e-17
1.00000000e+22 2971.60000000 9.6908893838e-17
1.00000000e+22 2972.60000000 9.6067338197e-17
1.00000000e+22 2973.40000000 9.5233090615e-17
1.00000000e+22 2974.20000000 9.4570911686e-17
1.00000000e+22 2975.20000000 9.3749659053e-17
1.00000000e+22 2976.00000000 9.2935538168e-17
1.00000000e+22 2977.00000000 9.2128487099e-17
1.00000000e+22 2977.80000000 9.1487895236e-17
1.00000000e+22 2978.80000000 9.0693415481e-17
1.00000000e+22 2979.60000000 8.9905834977e-17
1.00000000e+22 2980.40000000 8.9280697757e-17
1.00000000e+22 2981.40000000 8.8505385277e-17
1.00000000e+22 2982.20000000 8.7736805601e-17
1.00000000e+22 2983.20000000 8.7126750172e-17
1.00000000e+22 2984.00000000 8.6370142546e-17
1.00000000e+22 2985.00000000 8.5769589859e-17
1.00000000e+22 2985.80000000 8.5024767797e-17
1.00000000e+22 2986.80000000 8.4433569829e-17
1.00000000e+22 2987.60000000 8.3700349748e-17
1.00000000e+22 2988.40000000 8.3118360782e-17
1.00000000e+22 2989.40000000 8.2396561960e-17
1.00000000e+22 2990.20000000 8.1823638549e-17
1.00000000e+22 2991.20000000 8.1113083079e-17
1.00000000e+22 2992.00000000 8.0549084010e-17
1.00000000e+22 2993.00000000 7.9989006563e-17
1.00000000e+22 2993.80000000 7.9294383015e-17
1.00000000e+22 2994.80000000 7.8743029811e-17
1.00000000e+22 2995.60000000 7.8059226310e-17
1.00000000e+22 2996.60000000 7.7516461452e-17
1.00000000e+22 2997.40000000 7.6843309456e-17
1.00000000e+22 2998.40000000 7.6308999165e-17
1.00000000e+22 2999.20000000 7.5778404064e-17
1.00000000e+22 3000.20000000 7.5120345336e-17
1.00000000e+22 3001.00000000 7.4598015235e-17
1.00000000e+22 3002.00000000 7.4079317023e-17
1.00000000e+22 3002.80000000 7.3436013146e-17
1.00000000e+22 3003.80000000 7.2925394618e-17
1.00000000e+22 3004.60000000 7.2418326545e-17
1.00000000e+22 3005.60000000 7.1789446689e-17
1.00000000e+22 3006.40000000 7.1290277140e-17
1.00000000e+22 3007.40000000 7.0794578438e-17
1.00000000e+22 3008.20000000 7.0179799191e-17
1.00000000e+22 3009.20000000 6.9691821914e-17
1.00000000e+22 3010.00000000 6.9207237661e-17
1.00000000e+22 3011.00000000 6.8726022842e-17
1.00000000e+22 3012.00000000 6.8129206906e-17
1.00000000e+22 3012.80000000 6.7655487897e-17
1.00000000e+22 3013.80000000 6.7185062773e-17
1.00000000e+22 3014.60000000 6.6601628515e-17
1.00000000e+22 3015.60000000 6.6138531132e-17
1.00000000e+22 3016.40000000 6.5678653778e-17
1.00000000e+22 3017.40000000 6.5221974064e-17
1.00000000e+22 3018.20000000 6.4655587244e-17
1.00000000e+22 3019.20000000 6.4206021161e-17
1.00000000e+22 3020.00000000 6.3759581021e-17
1.00000000e+22 3021.00000000 6.3316245088e-17
1.00000000e+22 3022.00000000 6.2766407595e-17
1.00000000e+22 3022.80000000 6.2329977439e-17
1.00000000e+22 3023.80000000 6.1896581889e-17
1.00000000e+22 3024.60000000 6.1466199844e-17
1.00000000e+22 3025.60000000 6.0932428121e-17
1.00000000e+22 3026.40000000 6.0508750073e-17
1.00000000e+22 3027.40000000 6.0088017961e-17
1.00000000e+22 3028.40000000 5.9670211302e-17
1.00000000e+22 3029.20000000 5.9255309755e-17
1.00000000e+22 3030.20000000 5.8740737375e-17
1.00000000e+22 3031.00000000 5.8332298687e-17
1.00000000e+22 3032.00000000 5.7926699973e-17
1.00000000e+22 3033.00000000 5.7523921486e-17
1.00000000e+22 3033.80000000 5.7123943617e-17
1.00000000e+22 3034.80000000 5.6726746891e-17
1.00000000e+22 3035.60000000 5.6332311970e-17
1.00000000e+22 3036.60000000 5.5940619652e-17
1.00000000e+22 3037.60000000 5.5551650867e-17
1.00000000e+22 3038.40000000 5.5165386676e-17
1.00000000e+22 3039.40000000 5.4781808274e-17
1.00000000e+22 3040.20000000 5.4400896987e-17
1.00000000e+22 3041.20000000 5.4022634269e-17
1.00000000e+22 3042.20000000 5.3647001704e-17
1.00000000e+22 3043.00000000 5.3273981004e-17
1.00000000e+22 3044.00000000 5.2903554008e-17
1.00000000e+22 3045.00000000 5.2535702681e-17
1.00000000e+22 3045.80000000 5.2170409114e-17
1.00000000e+22 3046.80000000 5.1807655523e-17
1.00000000e+22 3047.80000000 5.1447424246e-17
1.00000000e+22 3048.60000000 5.1089697745e-17
1.00000000e+22 3049.60000000 5.0734458604e-17
1.00000000e+22 3050.40000000 5.0381689527e-17
1.00000000e+22 3051.40000000 5.0031373340e-17
1.00000000e+22 3052.40000000 4.9683492986e-17
1.00000000e+22 3053.20000000 4.9338031530e-17
1.00000000e+22 3054.20000000 4.8994972151e-17
1.00000000e+22 3055.20000000 4.8654298148e-17
1.00000000e+22 3056.00000000 4.8400348067e-17
1.00000000e+22 3057.00000000 4.8063808631e-17
1.00000000e+22 3058.00000000 4.7729609235e-17
1.00000000e+22 3058.80000000 4.7397733609e-17
1.00000000e+22 3059.80000000 4.7068165596e-17
1.00000000e+22 3060.80000000 4.6822494300e-17
1.00000000e+22 3061.80000000 4.6496926066e-17
1.00000000e+22 3062.60000000 4.6173621588e-17
1.00000000e+22 3063.60000000 4.5852565124e-17
1.00000000e+22 3064.60000000 4.5613238629e-17
1.00000000e+22 3065.40000000 4.5296078645e-17
1.00000000e+22 3066.40000000 4.4981123952e-17
1.00000000e+22 3067.40000000 4.4746345925e-17
1.00000000e+22 3068.20000000 4.4435213658e-17
1.00000000e+22 3069.20000000 4.4203284999e-17
1.00000000e+22 3070.20000000 4.3895928767e-17
1.00000000e+22 3071.20000000 4.3666814894e-17
1.00000000e+22 3072.00000000 4.3363188869e-17
1.00000000e+22 3073.00000000 4.3136855621e-17
1.00000000e+22 3074.00000000 4.2836914532e-17
1.00000000e+22 3074.80000000 4.2539059007e-17
1.00000000e+22 3075.80000000 4.2317027288e-17
1.00000000e+22 3076.80000000 4.2022786666e-17
1.00000000e+22 3077.80000000 4.1803449619e-17
1.00000000e+22 3078.60000000 4.1585257396e-17
1.00000000e+22 3079.60000000 4.1296104949e-17
1.00000000e+22 3080.60000000 4.1080560802e-17
1.00000000e+22 3081.60000000 4.0794917633e-17
1.00000000e+22 3082.40000000 4.0581989422e-17
1.00000000e+22 3083.40000000 4.0299812942e-17
1.00000000e+22 3084.40000000 4.0089468920e-17
1.00000000e+22 3085.40000000 3.9810717055e-17
1.00000000e+22 3086.20000000 3.9602925859e-17
1.00000000e+22 3087.20000000 3.9327557047e-17
1.00000000e+22 3088.20000000 3.9122287693e-17
1.00000000e+22 3089.20000000 3.8918089739e-17
1.00000000e+22 3090.00000000 3.8647482760e-17
1.00000000e+22 3091.00000000 3.8445763040e-17
1.00000000e+22 3092.00000000 3.8178440264e-17
1.00000000e+22 3093.00000000 3.7979168701e-17
1.00000000e+22 3094.00000000 3.7780937233e-17
1.00000000e+22 3094.80000000 3.7518237152e-17
1.00000000e+22 3095.80000000 3.7322411506e-17
1.00000000e+22 3096.80000000 3.7127607968e-17
1.00000000e+22 3097.80000000 3.6933821202e-17
1.00000000e+22 3098.80000000 3.6677011326e-17
1.00000000e+22 3099.60000000 3.6485576441e-17
1.00000000e+22 3100.60000000 3.6295140745e-17
1.00000000e+22 3101.60000000 3.6105699025e-17
1.00000000e+22 3102.60000000 3.5854647285e-17
1.00000000e+22 3103.60000000 3.5667504711e-17
1.00000000e+22 3104.40000000 3.5481338923e-17
1.00000000e+22 3105.40000000 3.5296144824e-17
1.00000000e+22 3106.40000000 3.5111917342e-17
1.00000000e+22 3107.40000000 3.4867775609e-17
1.00000000e+22 3108.40000000 3.4685783991e-17
1.00000000e+22 3109.40000000 3.4504742274e-17
1.00000000e+22 3110.20000000 3.4324645500e-17
1.00000000e+22 3111.20000000 3.4145488738e-17
1.00000000e+22 3112.20000000 3.3967267081e-17
1.00000000e+22 3113.20000000 3.3731084381e-17
1.00000000e+22 3114.20000000 3.3555025698e-17
1.00000000e+22 3115.20000000 3.3379885950e-17
1.00000000e+22 3116.00000000 3.3205660341e-17
1.00000000e+22 3117.00000000 3.3032344098e-17
1.00000000e+22 3118.00000000 3.2859932476e-17
1.00000000e+22 3119.00000000 3.2631449343e-17
1.00000000e+22 3120.00000000 3.2461130183e-17
1.00000000e+22 3121.00000000 3.2291699999e-17
1.00000000e+22 3122.00000000 3.2123154153e-17
1.00000000e+22 3122.80000000 3.1955488029e-17
1.00000000e+22 3123.80000000 3.1733293719e-17
1.00000000e+22 3124.80000000 3.1567662463e-17
1.00000000e+22 3125.80000000 3.1402895716e-17
1.00000000e+22 3126.80000000 3.1238988965e-17
1.00000000e+22 3127.80000000 3.1075937722e-17
1.00000000e+22 3128.80000000 3.0913737521e-17
1.00000000e+22 3129.80000000 3.0698786757e-17
1.00000000e+22 3130.80000000 3.0538555088e-17
1.00000000e+22 3131.80000000 3.0379159745e-17
1.00000000e+22 3132.60000000 3.0220596363e-17
1.00000000e+22 3133.60000000 3.0062860598e-17
1.00000000e+22 3134.60000000 2.9905948133e-17
1.00000000e+22 3135.60000000 2.9749854668e-17
1.00000000e+22 3136.60000000 2.9594575930e-17
1.00000000e+22 3137.60000000 2.9440107666e-17
1.00000000e+22 3138.60000000 2.9286445646e-17
1.00000000e+22 3139.60000000 2.9133585662e-17
1.00000000e+22 3140.60000000 2.8981523527e-17
1.00000000e+22 3141.60000000 2.8830255077e-17
1.00000000e+22 3142.60000000 2.8679776170e-17
1.00000000e+22 3143.60000000 2.8579893497e-17
1.00000000e+22 3144.40000000 2.8430721347e-17
1.00000000e+22 3145.40000000 2.8282327797e-17
1.00000000e+22 3146.40000000 2.8134708785e-17
1.00000000e+22 3147.40000000 2.8036724411e-17
1.00000000e+22 3148.40000000 2.7890387320e-17
1.00000000e+22 3149.40000000 2.7744814033e-17
1.00000000e+22 3150.40000000 2.7600000562e-17
1.00000000e+22 3151.40000000 2.7503878409e-17
1.00000000e+22 3152.40000000 2.7360322497e-17
1.00000000e+22 3153.40000000 2.7217515872e-17
1.00000000e+22 3154.40000000 2.7075454623e-17
1.00000000e+22 3155.40000000 2.6934134859e-17
1.00000000e+22 3156.40000000 2.6840331708e-17
1.00000000e+22 3157.40000000 2.6700239164e-17
1.00000000e+22 3158.40000000 2.6560877829e-17
1.00000000e+22 3159.40000000 2.6422243889e-17
1.00000000e+22 3160.40000000 2.6284333545e-17
1.00000000e+22 3161.40000000 2.6147143021e-17
1.00000000e+22 3162.40000000 2.6056080716e-17
1.00000000e+22 3163.40000000 2.5920081553e-17
1.00000000e+22 3164.40000000 2.5784792235e-17
1.00000000e+22 3165.40000000 2.5650209057e-17
1.00000000e+22 3166.40000000 2.5516328333e-17
1.00000000e+22 3167.40000000 2.5383146396e-17
1.00000000e+22 3168.40000000 2.5250659599e-17
1.00000000e+22 3169.40000000 2.5118864315e-17
1.00000000e+22 3170.40000000 2.5031383182e-17
1.00000000e+22 3171.40000000 2.4900732407e-17
1.00000000e+22 3172.40000000 2.4770763560e-17
1.00000000e+22 3173.40000000 2.4641473083e-17
1.00000000e+22 3174.40000000 2.4512857435e-17
1.00000000e+22 3175.40000000 2.4384913093e-17
1.00000000e+22 3176.40000000 2.4299988082e-17
1.00000000e+22 3177.40000000 2.4173154808e-17
1.00000000e+22 3178.40000000 2.4046983537e-17
1.00000000e+22 3179.40000000 2.3921470815e-17
1.00000000e+22 3180.40000000 2.3796613203e-17
1.00000000e+22 3181.60000000 2.3713737057e-17
1.00000000e+22 3182.60000000 2.3589963707e-17
1.00000000e+22 3183.60000000 2.3466836390e-17
1.00000000e+22 3184.60000000 2.3344351733e-17
1.00000000e+22 3185.60000000 2.3263050672e-17
1.00000000e+22 3186.60000000 2.3141629670e-17
1.00000000e+22 3187.60000000 2.3020842423e-17
1.00000000e+22 3188.60000000 2.2900685622e-17
1.00000000e+22 3189.60000000 2.2820929711e-17
1.00000000e+22 3190.60000000 2.2701816350e-17
1.00000000e+22 3191.60000000 2.2583324699e-17
1.00000000e+22 3192.60000000 2.2465451513e-17
1.00000000e+22 3193.80000000 2.2387211386e-17
1.00000000e+22 3194.80000000 2.2270361809e-17
1.00000000e+22 3195.80000000 2.2154122126e-17
1.00000000e+22 3196.80000000 2.2038489153e-17
1.00000000e+22 3197.80000000 2.1961736002e-17
1.00000000e+22 3198.80000000 2.1847107185e-17
1.00000000e+22 3199.80000000 2.1733076671e-17
1.00000000e+22 3200.80000000 2.1619641336e-17
1.00000000e+22 3201.80000000 2.1506798075e-17
1.00000000e+22 3203.00000000 2.1431896637e-17
1.00000000e+22 3204.00000000 2.1320033305e-17
1.00000000e+22 3205.00000000 2.1208753842e-17
1.00000000e+22 3206.00000000 2.1098055199e-17
1.00000000e+22 3207.00000000 2.0987934346e-17
1.00000000e+22 3208.00000000 2.0914839947e-17
1.00000000e+22 3209.00000000 2.0805675382e-17
1.00000000e+22 3210.20000000 2.0697080599e-17
1.00000000e+22 3211.20000000 2.0589052624e-17
1.00000000e+22 3212.20000000 2.0481588499e-17
1.00000000e+22 3213.20000000 2.0410257545e-17
1.00000000e+22 3214.20000000 2.0303726637e-17
1.00000000e+22 3215.20000000 2.0197751764e-17
1.00000000e+22 3216.40000000 2.0127409324e-17
1.00000000e+22 3217.40000000 2.0022354737e-17
1.00000000e+22 3218.40000000 1.9917848479e-17
1.00000000e+22 3219.40000000 1.9813887690e-17
1.00000000e+22 3220.40000000 1.9744882128e-17
1.00000000e+22 3221.40000000 1.9641824133e-17
1.00000000e+22 3222.60000000 1.9573417815e-17
1.00000000e+22 3223.60000000 1.9471254774e-17
1.00000000e+22 3224.60000000 1.9369624971e-17
1.00000000e+22 3225.60000000 1.9302166637e-17
1.00000000e+22 3226.60000000 1.9201419386e-17
1.00000000e+22 3227.80000000 1.9134546860e-17
1.00000000e+22 3228.80000000 1.9034674497e-17
1.00000000e+22 3229.80000000 1.8968382691e-17
1.00000000e+22 3230.80000000 1.8869377618e-17
1.00000000e+22 3231.80000000 1.8803661489e-17
1.00000000e+22 3233.00000000 1.8705516175e-17
1.00000000e+22 3234.00000000 1.8640370724e-17
1.00000000e+22 3235.00000000 1.8543077703e-17
1.00000000e+22 3236.00000000 1.8478497974e-17
1.00000000e+22 3237.20000000 1.8382049844e-17
1.00000000e+22 3238.20000000 1.8318030925e-17
1.00000000e+22 3239.20000000 1.8254234964e-17
1.00000000e+22 3240.20000000 1.8158957370e-17
1.00000000e+22 3241.40000000 1.8095715412e-17
1.00000000e+22 3242.40000000 1.8001265208e-17
1.00000000e+22 3243.40000000 1.7938572443e-17
1.00000000e+22 3244.40000000 1.7876098016e-17
1.00000000e+22 3245.60000000 1.7782794100e-17
1.00000000e+22 3246.60000000 1.7720862201e-17
1.00000000e+22 3247.60000000 1.7659145992e-17
1.00000000e+22 3248.80000000 1.7566974452e-17
1.00000000e+22 3249.80000000 1.7505794185e-17
1.00000000e+22 3250.80000000 1.7444826990e-17
1.00000000e+22 3251.80000000 1.7353774084e-17
1.00000000e+22 3253.00000000 1.7293336327e-17
1.00000000e+22 3254.00000000 1.7203074124e-17
1.00000000e+22 3255.00000000 1.7143161207e-17
1.00000000e+22 3256.20000000 1.7083456949e-17
1.00000000e+22 3257.20000000 1.6994290207e-17
1.00000000e+22 3258.20000000 1.6935104419e-17
1.00000000e+22 3259.20000000 1.6876124758e-17
1.00000000e+22 3260.40000000 1.6788040181e-17
1.00000000e+22 3261.40000000 1.6729572698e-17
1.00000000e+22 3262.40000000 1.6642253047e-17
1.00000000e+22 3263.60000000 1.6584293295e-17
1.00000000e+22 3264.60000000 1.6526535399e-17
1.00000000e+22 3265.60000000 1.6440275496e-17
1.00000000e+22 3266.80000000 1.6383019169e-17
1.00000000e+22 3267.80000000 1.6325962247e-17
1.00000000e+22 3268.80000000 1.6240749232e-17
1.00000000e+22 3270.00000000 1.6184187792e-17
1.00000000e+22 3271.00000000 1.6099714766e-17
1.00000000e+22 3272.00000000 1.6043644504e-17
1.00000000e+22 3273.20000000 1.5987769518e-17
1.00000000e+22 3274.20000000 1.5904321693e-17
1.00000000e+22 3275.40000000 1.5848931925e-17
1.00000000e+22 3276.40000000 1.5793735061e-17
1.00000000e+22 3277.40000000 1.5711299995e-17
1.00000000e+22 3278.60000000 1.5656582461e-17
1.00000000e+22 3279.60000000 1.5602055490e-17
1.00000000e+22 3280.60000000 1.5520620891e-17
1.00000000e+22 3281.80000000 1.5466567433e-17
1.00000000e+22 3282.80000000 1.5412702225e-17
1.00000000e+22 3283.80000000 1.5332255951e-17
1.00000000e+22 3285.00000000 1.5278858509e-17
1.00000000e+22 3286.00000000 1.5225647033e-17
1.00000000e+22 3287.20000000 1.5146177090e-17
1.00000000e+22 3288.20000000 1.5093427701e-17
1.00000000e+22 3289.40000000 1.5040862023e-17
1.00000000e+22 3290.40000000 1.4962356561e-17
1.00000000e+22 3291.40000000 1.4910247362e-17
1.00000000e+22 3292.60000000 1.4858319643e-17
1.00000000e+22 3293.60000000 1.4780766957e-17
1.00000000e+22 3294.80000000 1.4729290178e-17
1.00000000e+22 3295.80000000 1.4677992676e-17
1.00000000e+22 3296.80000000 1.4601381204e-17
1.00000000e+22 3298.00000000 1.4550529169e-17
1.00000000e+22 3299.00000000 1.4499854235e-17
1.00000000e+22 3300.20000000 1.4424172552e-17
1.00000000e+22 3301.20000000 1.4373937680e-17
1.00000000e+22 3302.40000000 1.4323877759e-17
1.00000000e+22 3303.40000000 1.4249114582e-17
1.00000000e+22 3304.60000000 1.4199489381e-17
1.00000000e+22 3305.60000000 1.4150037009e-17
1.00000000e+22 3306.80000000 1.4076181190e-17
1.00000000e+22 3307.80000000 1.4027158262e-17
1.00000000e+22 3308.80000000 1.3978306066e-17
