obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	fik	log_gf	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
""	"870.938"	""	"2.04e+04"	"2.32e-04"	"-3.032"	C+	"103420.00"	"114898.72"	"2p6.5d"	"2D"	"3/2"	"2p6.9p"	"2P*"	"3/2"		"c31"	""	
""	"871.085"	""	"2.00e+05"	"1.14e-03"	"-2.341"	B	"103420.00"	"114896.79"	"2p6.5d"	"2D"	"3/2"	"2p6.9p"	"2P*"	"1/2"		"c31"	""	
"873.4990"	"873.4980"	"10"	"5.34e+06"	"1.22e-01"	"-0.613"	A	"97455.12"	"108900.20"	"2p6.5p"	"2P*"	"1/2"	"2p6.6d"	"2D"	"3/2"		"c31"	"L7414"	
""	"874.552"	""	"1.06e+06"	"1.22e-02"	"-1.312"	A	"97468.92"	"108900.20"	"2p6.5p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"3/2"		"c31"	""	
"874.5657"	"874.5663"	"11"	"6.37e+06"	"1.10e-01"	"-0.357"	A	"97468.92"	"108900.02"	"2p6.5p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"5/2"		"c31"	"L7414"	
"882.4323"	"882.4318"	"10"	"3.69e+06"	"4.31e-02"	"-1.064"	B+	"97455.12"	"108784.33"	"2p6.5p"	"2P*"	"1/2"	"2p6.7s"	"2S"	"1/2"		"c31"	"L7414"	
"883.5082"	"883.5080"	"11"	"7.36e+06"	"4.31e-02"	"-0.763"	B+	"97468.92"	"108784.33"	"2p6.5p"	"2P*"	"3/2"	"2p6.7s"	"2S"	"1/2"		"c31"	"L7414"	
""	"891.328"	""	"3.68e+05"	"8.78e-03"	"-1.755"	D+	"105622.34"	"116838.48"	"2p6.6p"	"2P*"	"1/2"	"2p6.10d"	"2D"	"3/2"		"c59,LS"	""	
""	"891.914"	""	"7.35e+04"	"8.77e-04"	"-2.455"	D	"105629.72"	"116838.48"	"2p6.6p"	"2P*"	"3/2"	"2p6.10d"	"2D"	"3/2"		"c59,LS"	""	
""	"891.917"	""	"4.41e+05"	"7.89e-03"	"-1.501"	D+	"105629.72"	"116838.45"	"2p6.6p"	"2P*"	"3/2"	"2p6.10d"	"2D"	"5/2"		"c59,LS"	""	
