obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	fik	log_gf	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"543.578"	"543.5775"	"110"	"1.29e+06"	"5.72e-03"	"-1.544"	C+	"86627.778"	"105019.307"	"2s2.2p3.(4S*).3p"	"5P"	"2"	"2s2.2p3.(4S*).6s"	"5S*"	"2"		"T5713LS"	"L3760"	
"543.686"	"543.6862"	"135"	"1.80e+06"	"5.70e-03"	"-1.399"	C+	"86631.454"	"105019.307"	"2s2.2p3.(4S*).3p"	"5P"	"3"	"2s2.2p3.(4S*).6s"	"5S*"	"2"		"T5713LS"	"L3760"	
""	"551.2602"	""	"2.69e+05"	"2.04e-03"	"-2.212"	C+	"88630.587"	"106765.803"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).6d"	"3D*"	"2"		"T5713LS"	""	
""	"551.2602"	""	"1.49e+05"	"6.79e-04"	"-2.691"	C+	"88630.587"	"106765.803"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).6d"	"3D*"	"1"		"T5713LS"	""	
""	"551.2772"	""	"3.58e+05"	"2.28e-03"	"-1.942"	C+	"88631.146"	"106765.803"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).6d"	"3D*"	"3"		"T5713LS"	""	
""	"551.2772"	""	"8.95e+04"	"4.08e-04"	"-2.690"	C+	"88631.146"	"106765.803"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).6d"	"3D*"	"2"		"T5713LS"	""	
""	"551.2772"	""	"9.95e+03"	"2.72e-05"	"-3.866"	D	"88631.146"	"106765.803"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).6d"	"3D*"	"1"		"T5713LS"	""	
""	"551.2820"	""	"1.99e+05"	"2.72e-03"	"-2.565"	C+	"88631.303"	"106765.803"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(4S*).6d"	"3D*"	"1"		"T5713LS"	""	
""	"555.4832"	""	"5.83e+05"	"2.70e-03"	"-2.092"	C+	"88630.587"	"106627.934"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).7s"	"3S*"	"1"		"T5713LS"	""	
""	"555.5004"	""	"9.71e+05"	"2.70e-03"	"-1.870"	C+	"88631.146"	"106627.934"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).7s"	"3S*"	"1"		"T5713LS"	""	
""	"555.5053"	""	"1.94e+05"	"2.69e-03"	"-2.570"	C+	"88631.303"	"106627.934"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(4S*).7s"	"3S*"	"1"		"T5713LS"	""	
"557.734"	"557.7339"	"120"	"1.26e+00"	"1.18e-09"	"-8.231"	B+	"15867.862"	"33792.583"	"2s2.2p4"	"1D"	"2"	"2s2.2p4"	"1S"	"0"	E2	"T4539,T5081"	"L3760"	
"595.839"	"595.8386"	"160*"	"3.78e+05"	"2.01e-03"	"-2.219"	C+	"88630.587"	"105409.008"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).5d"	"3D*"	"1"		"T5713LS"	"L3760"	
"595.839"	"595.8386"	"160*"	"6.80e+05"	"6.04e-03"	"-1.742"	C+	"88630.587"	"105409.008"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).5d"	"3D*"	"2"		"T5713LS"	"L3760"	
"595.858"	"595.8584"	"190*"	"2.27e+05"	"1.21e-03"	"-2.219"	C+	"88631.146"	"105409.008"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).5d"	"3D*"	"2"		"T5713LS"	"L3760"	
"595.858"	"595.8584"	"190*"	"2.52e+04"	"8.05e-05"	"-3.395"	C	"88631.146"	"105409.008"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).5d"	"3D*"	"1"		"T5713LS"	"L3760"	
"595.858"	"595.8584"	"190*"	"9.06e+05"	"6.76e-03"	"-1.471"	C+	"88631.146"	"105409.008"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).5d"	"3D*"	"3"		"T5713LS"	"L3760"	
""	"595.8640"	""	"5.04e+05"	"8.05e-03"	"-2.094"	C+	"88631.303"	"105409.008"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(4S*).5d"	"3D*"	"1"		"T5713LS"	""	
"604.623"	"604.6233"	"160"	"1.05e+06"	"5.76e-03"	"-1.763"	C+	"88630.587"	"105165.232"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).6s"	"3S*"	"1"		"T5713LS"	"L3760"	
"604.644"	"604.6438"	"190"	"1.75e+06"	"5.76e-03"	"-1.541"	C+	"88631.146"	"105165.232"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).6s"	"3S*"	"1"		"T5713LS"	"L3760"	
"604.649"	"604.6495"	"110"	"3.50e+05"	"5.76e-03"	"-2.240"	C+	"88631.303"	"105165.232"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(4S*).6s"	"3S*"	"1"		"T5713LS"	"L3760"	
""	"614.0582"	""	"9.62e+02"	"7.62e-06"	"-4.419"	C	"86627.778"	"102908.374"	"2s2.2p3.(4S*).3p"	"5P"	"2"	"2s2.2p3.(4S*).4d"	"3D*"	"3"		"T5803"	""	
""	"615.5961"	""	"7.62e+06"	"1.44e-02"	"-1.363"	B+	"86625.757"	"102865.679"	"2s2.2p3.(4S*).3p"	"5P"	"1"	"2s2.2p3.(4S*).4d"	"5D*"	"0"		"T5803,LS"	""	
"615.598"	"615.5971"	"400"	"5.72e+06"	"3.25e-02"	"-1.011"	B+	"86625.757"	"102865.655"	"2s2.2p3.(4S*).3p"	"5P"	"1"	"2s2.2p3.(4S*).4d"	"5D*"	"1"		"T5803,LS"	"L3760"	
""	"615.5989"	""	"2.67e+06"	"2.53e-02"	"-1.120"	B+	"86625.757"	"102865.606"	"2s2.2p3.(4S*).3p"	"5P"	"1"	"2s2.2p3.(4S*).4d"	"5D*"	"2"		"T5803,LS"	""	
""	"615.6737"	""	"1.91e+06"	"6.52e-03"	"-1.487"	B+	"86627.778"	"102865.655"	"2s2.2p3.(4S*).3p"	"5P"	"2"	"2s2.2p3.(4S*).4d"	"5D*"	"1"		"T5803,LS"	""	
""	"615.6755"	""	"4.45e+06"	"2.53e-02"	"-0.898"	B+	"86627.778"	"102865.606"	"2s2.2p3.(4S*).3p"	"5P"	"2"	"2s2.2p3.(4S*).4d"	"5D*"	"2"		"T5803,LS"	""	
"615.677"	"615.6778"	"450"	"5.08e+06"	"4.04e-02"	"-0.694"	B+	"86627.778"	"102865.547"	"2s2.2p3.(4S*).3p"	"5P"	"2"	"2s2.2p3.(4S*).4d"	"5D*"	"3"		"T5803,LS"	"L3760"	
""	"615.8149"	""	"5.07e+05"	"2.06e-03"	"-1.841"	B+	"86631.454"	"102865.606"	"2s2.2p3.(4S*).3p"	"5P"	"3"	"2s2.2p3.(4S*).4d"	"5D*"	"2"		"T5803,LS"	""	
""	"615.8172"	""	"2.54e+06"	"1.44e-02"	"-0.995"	B+	"86631.454"	"102865.547"	"2s2.2p3.(4S*).3p"	"5P"	"3"	"2s2.2p3.(4S*).4d"	"5D*"	"3"		"T5803,LS"	""	
"615.818"	"615.8187"	"490"	"7.62e+06"	"5.57e-02"	"-0.409"	B+	"86631.454"	"102865.506"	"2s2.2p3.(4S*).3p"	"5P"	"3"	"2s2.2p3.(4S*).4d"	"5D*"	"4"		"T5803,LS"	"L3760"	
""	"630.0304"	""	"5.63e-03"	"3.35e-11"	"-9.776"	B+	"0.000"	"15867.862"	"2s2.2p4"	"3P"	"2"	"2s2.2p4"	"1D"	"2"	M1	"T4539,T5081"	""	
""	"630.0304"	""	"2.11e-05"	"1.26e-13"	"-12.202"	C+	"0.000"	"15867.862"	"2s2.2p4"	"3P"	"2"	"2s2.2p4"	"1D"	"2"	E2	"T4539,T5081"	""	
""	"632.3385"	""	"1.81e+04"	"1.09e-04"	"-3.487"	C	"97488.378"	"113298.320"	"2s2.2p3.(4S*).3d"	"3D*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"1"		"T5713LS"	""	
""	"632.3413"	""	"6.02e+03"	"2.17e-05"	"-3.965"	D	"97488.448"	"113298.320"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"1"		"T5713LS"	""	
""	"632.4772"	""	"3.61e+03"	"3.61e-05"	"-3.965"	D	"97488.378"	"113294.854"	"2s2.2p3.(4S*).3d"	"3D*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"2"		"T5713LS"	""	
""	"632.4800"	""	"1.68e+04"	"1.01e-04"	"-3.298"	C	"97488.448"	"113294.854"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"2"		"T5713LS"	""	
""	"632.4815"	""	"2.68e+03"	"2.25e-05"	"-3.949"	D	"97488.448"	"113294.816"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"3"		"T5713LS"	""	
""	"632.4836"	""	"3.76e+03"	"1.61e-05"	"-3.948"	D	"97488.538"	"113294.854"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	"2s2.2p3.(2D*).3p"	"3D"	"2"		"T5713LS"	""	
""	"632.4851"	""	"2.14e+04"	"1.28e-04"	"-3.046"	C	"97488.538"	"113294.816"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	"2s2.2p3.(2D*).3p"	"3D"	"3"		"T5713LS"	""	
""	"636.3776"	""	"1.82e-03"	"1.84e-11"	"-10.257"	B+	"158.265"	"15867.862"	"2s2.2p4"	"3P"	"1"	"2s2.2p4"	"1D"	"2"	M1	"T4539,T5081"	""	
""	"636.3776"	""	"3.39e-06"	"3.43e-14"	"-12.987"	C+	"158.265"	"15867.862"	"2s2.2p4"	"3P"	"1"	"2s2.2p4"	"1D"	"2"	E2	"T4539,T5081"	""	
""	"639.1733"	""	"8.60e-07"	"2.64e-14"	"-13.579"	B+	"226.977"	"15867.862"	"2s2.2p4"	"3P"	"0"	"2s2.2p4"	"1D"	"2"	E2	"T4539,T5081"	""	
"645.360"	"645.3602"	"320"	"1.65e+06"	"1.72e-02"	"-1.288"	C+	"86625.757"	"102116.698"	"2s2.2p3.(4S*).3p"	"5P"	"1"	"2s2.2p3.(4S*).5s"	"5S*"	"2"		"T5713LS"	"L3760"	
"645.444"	"645.4444"	"360"	"2.75e+06"	"1.72e-02"	"-1.066"	C+	"86627.778"	"102116.698"	"2s2.2p3.(4S*).3p"	"5P"	"2"	"2s2.2p3.(4S*).5s"	"5S*"	"2"		"T5713LS"	"L3760"	
"645.598"	"645.5977"	"400"	"3.85e+06"	"1.72e-02"	"-0.920"	C+	"86631.454"	"102116.698"	"2s2.2p3.(4S*).3p"	"5P"	"3"	"2s2.2p3.(4S*).5s"	"5S*"	"2"		"T5713LS"	"L3760"	
""	"672.6284"	""	"1.18e+03"	"8.01e-06"	"-4.398"	C	"73768.200"	"88631.146"	"2s2.2p3.(4S*).3s"	"5S*"	"2"	"2s2.2p3.(4S*).3p"	"3P"	"2"		"T5986"	""	
""	"672.6537"	""	"6.44e+02"	"2.62e-06"	"-4.882"	C	"73768.200"	"88630.587"	"2s2.2p3.(4S*).3s"	"5S*"	"2"	"2s2.2p3.(4S*).3p"	"3P"	"1"		"T5986"	""	
""	"700.1899"	""	"1.47e+06"	"1.08e-02"	"-1.489"	B	"88630.587"	"102908.489"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).4d"	"3D*"	"1"		"T5803,LS"	""	
"700.192"	"700.1922"	"360"	"2.65e+06"	"3.25e-02"	"-1.011"	B	"88630.587"	"102908.443"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).4d"	"3D*"	"2"		"T5803,LS"	"L3760"	
""	"700.2173"	""	"9.83e+04"	"4.34e-04"	"-2.664"	B	"88631.146"	"102908.489"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).4d"	"3D*"	"1"		"T5803,LS"	""	
""	"700.2196"	""	"8.83e+05"	"6.49e-03"	"-1.489"	B	"88631.146"	"102908.443"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).4d"	"3D*"	"2"		"T5803,LS"	""	
"700.223"	"700.2230"	"450"	"3.53e+06"	"3.63e-02"	"-0.741"	B	"88631.146"	"102908.374"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).4d"	"3D*"	"3"		"T5803,LS"	"L3760"	
""	"700.2250"	""	"1.96e+06"	"4.32e-02"	"-1.364"	B	"88631.303"	"102908.489"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(4S*).4d"	"3D*"	"1"		"T5803,LS"	""	
""	"701.7300"	""	"3.22e+04"	"7.93e-05"	"-3.624"	C	"99680.968"	"113927.534"	"2s2.2p3.(4S*).4p"	"3P"	"1"	"2s2.2p3.(2P*).3s"	"3P*"	"0"		"T5713LS"	""	
""	"702.0327"	""	"8.05e+03"	"5.95e-05"	"-3.748"	C	"99680.968"	"113921.391"	"2s2.2p3.(4S*).4p"	"3P"	"1"	"2s2.2p3.(2P*).3s"	"3P*"	"1"		"T5713LS"	""	
""	"702.0367"	""	"1.34e+04"	"5.94e-05"	"-3.527"	C	"99681.049"	"113921.391"	"2s2.2p3.(4S*).4p"	"3P"	"2"	"2s2.2p3.(2P*).3s"	"3P*"	"1"		"T5713LS"	""	
""	"702.0495"	""	"1.07e+04"	"2.37e-04"	"-3.625"	C	"99681.309"	"113921.391"	"2s2.2p3.(4S*).4p"	"3P"	"0"	"2s2.2p3.(2P*).3s"	"3P*"	"1"		"T5713LS"	""	
""	"702.5475"	""	"8.03e+03"	"9.91e-05"	"-3.527"	C	"99680.968"	"113910.957"	"2s2.2p3.(4S*).4p"	"3P"	"1"	"2s2.2p3.(2P*).3s"	"3P*"	"2"		"T5713LS"	""	
""	"702.5515"	""	"2.41e+04"	"1.78e-04"	"-3.050"	C	"99681.049"	"113910.957"	"2s2.2p3.(4S*).4p"	"3P"	"2"	"2s2.2p3.(2P*).3s"	"3P*"	"2"		"T5713LS"	""	
"715.670"	"715.6701"	"210"	"5.05e+07"	"3.88e-01"	"0.288"	B	"102662.026"	"116631.094"	"2s2.2p3.(2D*).3s"	"1D*"	"2"	"2s2.2p3.(2D*).3p"	"1D"	"2"		"T5713"	"L3760"	
"725.415"	"725.4154"	"400"	"2.24e+06"	"1.77e-02"	"-1.275"	C+	"88630.587"	"102411.995"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).5s"	"3S*"	"1"		"T5713LS"	"L3760"	
"725.445"	"725.4448"	"450"	"3.73e+06"	"1.77e-02"	"-1.054"	C+	"88631.146"	"102411.995"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).5s"	"3S*"	"1"		"T5713LS"	"L3760"	
"725.453"	"725.4531"	"320"	"7.45e+05"	"1.76e-02"	"-1.753"	C+	"88631.303"	"102411.995"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(4S*).5s"	"3S*"	"1"		"T5713LS"	"L3760"	
"777.194"	"777.1944"	"870"	"3.69e+07"	"4.68e-01"	"0.369"	A	"73768.200"	"86631.454"	"2s2.2p3.(4S*).3s"	"5S*"	"2"	"2s2.2p3.(4S*).3p"	"5P"	"3"		"T5803,LS"	"L3760"	
"777.417"	"777.4166"	"810"	"3.69e+07"	"3.35e-01"	"0.223"	A	"73768.200"	"86627.778"	"2s2.2p3.(4S*).3s"	"5S*"	"2"	"2s2.2p3.(4S*).3p"	"5P"	"2"		"T5803,LS"	"L3760"	
"777.539"	"777.5388"	"750"	"3.69e+07"	"2.01e-01"	"0.002"	A	"73768.200"	"86625.757"	"2s2.2p3.(4S*).3s"	"5S*"	"2"	"2s2.2p3.(4S*).3p"	"5P"	"1"		"T5803,LS"	"L3760"	
"798.194"	"798.1942"	"110"	"2.33e+04"	"2.23e-04"	"-3.175"	C	"88630.587"	"101155.422"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(2D*).3s"	"3D*"	"1"		"T5803,LS"	"L3760"	
""	"798.2298"	""	"1.80e+03"	"1.03e-05"	"-4.287"	C	"88631.146"	"101155.422"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(2D*).3s"	"3D*"	"1"		"T5803,LS"	""	
"798.240"	"798.2398"	"135"	"3.09e+04"	"8.86e-04"	"-3.053"	C	"88631.303"	"101155.422"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(2D*).3s"	"3D*"	"1"		"T5803,LS"	"L3760"	
"798.698"	"798.6977"	"190"	"4.19e+04"	"6.68e-04"	"-2.698"	C	"88630.587"	"101147.526"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(2D*).3s"	"3D*"	"2"		"T5803,LS"	"L3760"	
"798.733"	"798.7334"	"135"	"1.41e+04"	"1.35e-04"	"-3.171"	C	"88631.146"	"101147.526"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(2D*).3s"	"3D*"	"2"		"T5803,LS"	"L3760"	
"799.507"	"799.5075"	"250"	"5.63e+04"	"7.56e-04"	"-2.423"	C	"88631.146"	"101135.407"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(2D*).3s"	"3D*"	"3"		"T5803,LS"	"L3760"	
""	"822.1798"	""	"5.08e+06"	"3.68e-02"	"-0.589"	C+	"101135.407"	"113294.854"	"2s2.2p3.(2D*).3s"	"3D*"	"3"	"2s2.2p3.(2D*).3p"	"3D"	"2"		"T5713LS"	""	
"822.182"	"822.1824"	"400"	"2.89e+07"	"2.93e-01"	"0.312"	C+	"101135.407"	"113294.816"	"2s2.2p3.(2D*).3s"	"3D*"	"3"	"2s2.2p3.(2D*).3p"	"3D"	"3"		"T5713LS"	"L3760"	
"822.765"	"822.7653"	"265"	"8.13e+06"	"4.95e-02"	"-0.606"	C+	"101147.526"	"113298.320"	"2s2.2p3.(2D*).3s"	"3D*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"1"		"T5713LS"	"L3760"	
""	"823.0001"	""	"2.26e+07"	"2.30e-01"	"0.060"	C+	"101147.526"	"113294.854"	"2s2.2p3.(2D*).3s"	"3D*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"2"		"T5713LS"	""	
"823.002"	"823.0026"	"265"	"3.62e+06"	"5.15e-02"	"-0.589"	C+	"101147.526"	"113294.816"	"2s2.2p3.(2D*).3s"	"3D*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"3"		"T5713LS"	"L3760"	
"823.300"	"823.3003"	"325"	"2.43e+07"	"2.47e-01"	"-0.130"	C+	"101155.422"	"113298.320"	"2s2.2p3.(2D*).3s"	"3D*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"1"		"T5713LS"	"L3760"	
"823.535"	"823.5354"	"120"	"4.86e+06"	"8.24e-02"	"-0.607"	C+	"101155.422"	"113294.854"	"2s2.2p3.(2D*).3s"	"3D*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"2"		"T5713LS"	"L3760"	
"844.625"	"844.6247"	"810"	"3.22e+07"	"1.15e-01"	"-0.463"	B	"76794.978"	"88631.303"	"2s2.2p3.(4S*).3s"	"3S*"	"1"	"2s2.2p3.(4S*).3p"	"3P"	"0"		"T5803,LS"	"L3760"	
"844.636"	"844.6359"	"1000"	"3.22e+07"	"5.74e-01"	"0.236"	B	"76794.978"	"88631.146"	"2s2.2p3.(4S*).3s"	"3S*"	"1"	"2s2.2p3.(4S*).3p"	"3P"	"2"		"T5803,LS"	"L3760"	
"844.676"	"844.6758"	"935"	"3.22e+07"	"3.45e-01"	"0.014"	B	"76794.978"	"88630.587"	"2s2.2p3.(4S*).3s"	"3S*"	"1"	"2s2.2p3.(4S*).3p"	"3P"	"1"		"T5803,LS"	"L3760"	
"882.043"	"882.0423"	"325"	"2.93e+07"	"4.79e-01"	"0.379"	B	"102662.026"	"113996.239"	"2s2.2p3.(2D*).3s"	"1D*"	"2"	"2s2.2p3.(2D*).3p"	"1F"	"3"		"T5713"	"L3760"	
