obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	fik	log_gf	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
""	"774.6326"	""	"6.09e-07"	"5.48e-15"	"-13.78"	C+	"35051.264"	"47957.058"	"3s.3p"	"1P*"	"1"	"3s.3d"	"3D"	"1"	M2	"c43"	""	
""	"774.6334"	""	"2.20e-05"	"4.62e-13"	"-11.86"	B+	"35051.264"	"47957.045"	"3s.3p"	"1P*"	"1"	"3s.3d"	"3D"	"3"	M2	"c43"	""	
""	"774.6345"	""	"5.48e-06"	"8.22e-14"	"-12.61"	B	"35051.264"	"47957.027"	"3s.3p"	"1P*"	"1"	"3s.3d"	"3D"	"2"	M2	"c43"	""	
""	"781.0413"	""	"1.02e-05"	"1.56e-13"	"-12.33"	D	"35051.264"	"47851.162"	"3s.3p"	"1P*"	"1"	"3s.4p"	"3P*"	"2"	M1	"c43"	""	
""	"781.0413"	""	"3.76e-05"	"5.73e-13"	"-11.76"	C+	"35051.264"	"47851.162"	"3s.3p"	"1P*"	"1"	"3s.4p"	"3P*"	"2"	E2	"c43"	""	
""	"781.4533"	""	"1.03e-05"	"9.43e-14"	"-12.55"	D	"35051.264"	"47844.414"	"3s.3p"	"1P*"	"1"	"3s.4p"	"3P*"	"1"	M1	"c43"	""	
""	"781.4533"	""	"4.20e-04"	"3.85e-12"	"-10.94"	C+	"35051.264"	"47844.414"	"3s.3p"	"1P*"	"1"	"3s.4p"	"3P*"	"1"	E2	"c43"	""	
""	"781.6546"	""	"4.11e-05"	"1.26e-13"	"-12.42"	D	"35051.264"	"47841.119"	"3s.3p"	"1P*"	"1"	"3s.4p"	"3P*"	"0"	M1	"c43"	""	
""	"787.543"	""	"2.54e+05"	"7.09e-03"	"-2.149"	E	"47841.119"	"60535.34"	"3s.4p"	"3P*"	"0"	"3s.10d"	"3D"	"1"		"T6298c72,LS"	""	
""	"787.748"	""	"1.90e+05"	"1.77e-03"	"-2.275"	E	"47844.414"	"60535.34"	"3s.4p"	"3P*"	"1"	"3s.10d"	"3D"	"1"		"T6298c72,LS"	""	
""	"787.748"	""	"3.43e+05"	"5.32e-03"	"-1.797"	E	"47844.414"	"60535.34"	"3s.4p"	"3P*"	"1"	"3s.10d"	"3D"	"2"		"T6298c72,LS"	""	
"788.1667"	"788.1669"	"2"	"4.56e+05"	"5.95e-03"	"-1.527"	D	"47851.162"	"60535.34"	"3s.4p"	"3P*"	"2"	"3s.10d"	"3D"	"3"		"T6298c72,LS"	"L6095"	
""	"788.167"	""	"1.27e+04"	"7.08e-05"	"-3.451"	E	"47851.162"	"60535.34"	"3s.4p"	"3P*"	"2"	"3s.10d"	"3D"	"1"		"T6298c72,LS"	""	
""	"788.167"	""	"1.14e+05"	"1.06e-03"	"-2.276"	E	"47851.162"	"60535.34"	"3s.4p"	"3P*"	"2"	"3s.10d"	"3D"	"2"		"T6298c72,LS"	""	
""	"793.0794"	""	"8.41e+04"	"7.93e-04"	"-2.402"	E	"47957.027"	"60562.637"	"3s.3d"	"3D"	"2"	"3s.10f"	"3F*"	"2"		"T6298c72,LS"	""	
"793.0806"	"793.0794"	"7*"	"4.78e+05"	"6.32e-03"	"-1.500"	D	"47957.027"	"60562.637"	"3s.3d"	"3D"	"2"	"3s.10f"	"3F*"	"3"		"T6298c72,LS"	"L6095"	
"793.0806"	"793.0806"	"7*"	"5.38e+05"	"6.53e-03"	"-1.340"	D	"47957.045"	"60562.637"	"3s.3d"	"3D"	"3"	"3s.10f"	"3F*"	"4"		"T6298c72,LS"	"L6095"	
""	"793.0806"	""	"2.37e+03"	"1.60e-05"	"-3.951"	E	"47957.045"	"60562.637"	"3s.3d"	"3D"	"3"	"3s.10f"	"3F*"	"2"		"T6298c72,LS"	""	
""	"793.0806"	""	"6.00e+04"	"5.66e-04"	"-2.402"	E	"47957.045"	"60562.637"	"3s.3d"	"3D"	"3"	"3s.10f"	"3F*"	"3"		"T6298c72,LS"	""	
"793.0806"	"793.0814"	"7*"	"4.52e+05"	"7.11e-03"	"-1.671"	D	"47957.058"	"60562.637"	"3s.3d"	"3D"	"1"	"3s.10f"	"3F*"	"2"		"T6298c72,LS"	"L6095"	
"794.707"	"794.710"	"2"	"2.91e+04"	"8.26e-04"	"-3.083"	E	"47841.119"	"60420.87"	"3s.4p"	"3P*"	"0"	"3s.11s"	"3S"	"1"		"T6298c72,LS"	"L4832"	
""	"794.918"	""	"8.71e+04"	"8.26e-04"	"-2.606"	D	"47844.414"	"60420.87"	"3s.4p"	"3P*"	"1"	"3s.11s"	"3S"	"1"		"T6298c72,LS"	""	
"795.339"	"795.345"	"3"	"1.45e+05"	"8.26e-04"	"-2.384"	D	"47851.162"	"60420.87"	"3s.4p"	"3P*"	"2"	"3s.11s"	"3S"	"1"		"T6298c72,LS"	"L4832"	
"804.773"	"804.7720"	"3bl"	"3.53e+05"	"1.03e-02"	"-1.987"	E	"47841.119"	"60263.583"	"3s.4p"	"3P*"	"0"	"3s.9d"	"3D"	"1"		"T6298c72,LS"	"L6095"	
"804.9854"	"804.9855"	"5"	"4.78e+05"	"7.74e-03"	"-1.634"	D	"47844.414"	"60263.583"	"3s.4p"	"3P*"	"1"	"3s.9d"	"3D"	"2"		"T6298c72,LS"	"L6095"	
""	"804.9855"	""	"2.65e+05"	"2.58e-03"	"-2.111"	E	"47844.414"	"60263.583"	"3s.4p"	"3P*"	"1"	"3s.9d"	"3D"	"1"		"T6298c72,LS"	""	
""	"805.4231"	""	"1.76e+04"	"1.03e-04"	"-3.288"	E	"47851.162"	"60263.583"	"3s.4p"	"3P*"	"2"	"3s.9d"	"3D"	"1"		"T6298c72,LS"	""	
""	"805.4231"	""	"1.59e+05"	"1.55e-03"	"-2.111"	E	"47851.162"	"60263.583"	"3s.4p"	"3P*"	"2"	"3s.9d"	"3D"	"2"		"T6298c72,LS"	""	
"805.4232"	"805.4231"	"7"	"6.36e+05"	"8.67e-03"	"-1.363"	D	"47851.162"	"60263.583"	"3s.4p"	"3P*"	"2"	"3s.9d"	"3D"	"3"		"T6298c72,LS"	"L6095"	
""	"809.8707"	""	"1.20e+05"	"1.18e-03"	"-2.229"	E	"47957.027"	"60301.283"	"3s.3d"	"3D"	"2"	"3s.9f"	"3F*"	"2"		"T6298c72,LS"	""	
""	"809.8719"	""	"3.37e+03"	"2.37e-05"	"-3.780"	E	"47957.045"	"60301.283"	"3s.3d"	"3D"	"3"	"3s.9f"	"3F*"	"2"		"T6298c72,LS"	""	
""	"809.8719"	""	"8.55e+04"	"8.41e-04"	"-2.230"	E	"47957.045"	"60301.283"	"3s.3d"	"3D"	"3"	"3s.9f"	"3F*"	"3"		"T6298c72,LS"	""	
"809.8724"	"809.8707"	"10*"	"6.82e+05"	"9.39e-03"	"-1.328"	D	"47957.027"	"60301.283"	"3s.3d"	"3D"	"2"	"3s.9f"	"3F*"	"3"		"T6298c72,LS"	"L6095"	
"809.8724"	"809.8719"	"10*"	"7.68e+05"	"9.71e-03"	"-1.168"	D+	"47957.045"	"60301.283"	"3s.3d"	"3D"	"3"	"3s.9f"	"3F*"	"4"		"T6298c72,LS"	"L6095"	
"809.8724"	"809.8727"	"10*"	"6.46e+05"	"1.06e-02"	"-1.498"	D	"47957.058"	"60301.283"	"3s.3d"	"3D"	"1"	"3s.9f"	"3F*"	"2"		"T6298c72,LS"	"L6095"	
"820.9839"	"820.9835"	"10"	"1.81e+05"	"1.10e-03"	"-2.260"	C	"46403.065"	"58580.23"	"3s.3d"	"1D"	"2"	"3s.7p"	"1P*"	"1"		"T5539"	"L6095"	
"821.3034"	"821.3041"	"20"	"4.38e+06"	"6.20e-02"	"-0.509"	B+	"46403.065"	"58575.477"	"3s.3d"	"1D"	"2"	"3s.6f"	"1F*"	"3"		"T5539"	"L6095"	
"830.3313"	"830.3313"	"7"	"5.16e+05"	"1.60e-02"	"-1.796"	E	"47841.119"	"59881.196"	"3s.4p"	"3P*"	"0"	"3s.8d"	"3D"	"1"		"T6298c72,LS"	"L6095"	
""	"830.5586"	""	"3.87e+05"	"4.00e-03"	"-1.921"	E	"47844.414"	"59881.196"	"3s.4p"	"3P*"	"1"	"3s.8d"	"3D"	"1"		"T6298c72,LS"	""	
"830.5596"	"830.5596"	"9"	"9.28e+05"	"1.60e-02"	"-1.319"	C+	"47844.414"	"59881.181"	"3s.4p"	"3P*"	"1"	"3s.8d"	"3D"	"2"		"T5539"	"L6095"	
""	"831.0244"	""	"2.57e+04"	"1.60e-04"	"-3.097"	E	"47851.162"	"59881.196"	"3s.4p"	"3P*"	"2"	"3s.8d"	"3D"	"1"		"T6298c72,LS"	""	
""	"831.0255"	""	"2.32e+05"	"2.40e-03"	"-1.921"	E	"47851.162"	"59881.181"	"3s.4p"	"3P*"	"2"	"3s.8d"	"3D"	"2"		"T6298c72,LS"	""	
"831.0264"	"831.0264"	"10"	"9.24e+05"	"1.34e-02"	"-1.174"	D+	"47851.162"	"59881.168"	"3s.4p"	"3P*"	"2"	"3s.8d"	"3D"	"3"		"T6298c72,LS"	"L6095"	
""	"834.6106"	""	"1.79e+05"	"1.87e-03"	"-2.029"	E	"47957.027"	"59935.370"	"3s.3d"	"3D"	"2"	"3s.8f"	"3F*"	"2"		"T6298c72,LS"	""	
""	"834.6119"	""	"5.04e+03"	"3.76e-05"	"-3.580"	E	"47957.045"	"59935.370"	"3s.3d"	"3D"	"3"	"3s.8f"	"3F*"	"2"		"T6298c72,LS"	""	
""	"834.6119"	""	"1.27e+05"	"1.33e-03"	"-2.031"	E	"47957.045"	"59935.370"	"3s.3d"	"3D"	"3"	"3s.8f"	"3F*"	"3"		"T6298c72,LS"	""	
"834.6120"	"834.6106"	"15*"	"1.02e+06"	"1.49e-02"	"-1.128"	D+	"47957.027"	"59935.370"	"3s.3d"	"3D"	"2"	"3s.8f"	"3F*"	"3"		"T6298c72,LS"	"L6095"	
